Column1.1;Column1.2;Column1.3;Column1.4;Column1.5;Column1.6;Column1.7;Column1.8;Column1.9;Column1.10;Column1.11;Column1.12;Column1.13;Column1.14;Column1.15;Column1.16;Column1.17
COUNTRY;Country;SERIES;Series;PERIOD;Pay period;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2003;2003;USD;US Dollar;0;Units;;;6998.23;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2004;2004;USD;US Dollar;0;Units;;;6949.43;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2005;2005;USD;US Dollar;0;Units;;;7216.88;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2006;2006;USD;US Dollar;0;Units;;;7613.99;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2007;2007;USD;US Dollar;0;Units;;;7391.21;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2008;2008;USD;US Dollar;0;Units;;;7342.49;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2009;2009;USD;US Dollar;0;Units;;;7301.03;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2010;2010;USD;US Dollar;0;Units;;;7157.71;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2011;2011;USD;US Dollar;0;Units;;;7308.71;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2012;2012;USD;US Dollar;0;Units;;;8248.04;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2013;2013;USD;US Dollar;0;Units;;;8543.41;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2014;2014;USD;US Dollar;0;Units;;;8868.71;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2015;2015;USD;US Dollar;0;Units;;;9180.19;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2016;2016;USD;US Dollar;0;Units;;;9666.61;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2017;2017;USD;US Dollar;0;Units;;;10861.54;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2018;2018;USD;US Dollar;0;Units;;;11416.8;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2019;2019;USD;US Dollar;0;Units;;;11928.59;;
HUN;Hungary;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2020;2020;USD;US Dollar;0;Units;;;12474.3;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;7.27;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;7.19;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;7.09;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;7.1;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;7.16;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;7.32;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;7.4;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;7.69;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;8.15;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;8.44;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;8.46;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;8.62;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;8.68;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;8.74;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;8.87;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;9.01;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;9.17;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;10.13;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;10.3;;
CAN;Canada;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;10.49;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;1.65;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;1.61;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;1.69;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;1.68;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;1.7;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;1.77;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;1.8;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;2.08;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;2.27;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;2.29;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;2.31;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;2.41;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;2.55;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;2.68;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;2.81;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;2.99;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;3.17;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;3.27;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;3.43;;
POL;Poland;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;3.83;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2001;2001;USD;US Dollar;0;Units;;;12787.89;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2002;2002;USD;US Dollar;0;Units;;;13000.65;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2003;2003;USD;US Dollar;0;Units;;;13098.28;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2004;2004;USD;US Dollar;0;Units;;;13119.15;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2005;2005;USD;US Dollar;0;Units;;;13186.08;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2006;2006;USD;US Dollar;0;Units;;;13222.44;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2007;2007;USD;US Dollar;0;Units;;;13357.65;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2008;2008;USD;US Dollar;0;Units;;;13458.23;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2009;2009;USD;US Dollar;0;Units;;;13929.07;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2010;2010;USD;US Dollar;0;Units;;;14263.76;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2011;2011;USD;US Dollar;0;Units;;;14591.16;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2012;2012;USD;US Dollar;0;Units;;;14763.34;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2013;2013;USD;US Dollar;0;Units;;;14965.86;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2014;2014;USD;US Dollar;0;Units;;;14858.66;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2015;2015;USD;US Dollar;0;Units;;;15059;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2016;2016;USD;US Dollar;0;Units;;;15456.15;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2017;2017;USD;US Dollar;0;Units;;;15862.49;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2018;2018;USD;US Dollar;0;Units;;;16186.87;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2019;2019;USD;US Dollar;0;Units;;;16604.93;;
JPN;Japan;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2020;2020;USD;US Dollar;0;Units;;;16989.48;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;14684.37;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;14530;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;14325.99;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;14348.91;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;14475;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;14794.35;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;14942.02;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;15545.54;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;16464.34;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;17052.31;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;17101.43;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;17422.18;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;17536.95;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;17650.09;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;17923.6;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;18200.59;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;18517.1;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;20463.26;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;20806.16;;
CAN;Canada;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;21185.35;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;17750.66;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;17818.96;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;18012.21;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;19289.85;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;20132.93;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;19944.89;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;21076.7;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;20660.36;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;21628.92;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;21830.22;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;21285.9;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;20930.86;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;20824.92;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;20786.98;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;20847.41;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;22050.63;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;22215.97;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;22825.02;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;23204.63;;
IRL;Ireland;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;23947.75;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2001;2001;USD;US Dollar;0;Units;;;21685.54;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2002;2002;USD;US Dollar;0;Units;;;21899.17;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2003;2003;USD;US Dollar;0;Units;;;22184.91;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2004;2004;USD;US Dollar;0;Units;;;22574.29;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2005;2005;USD;US Dollar;0;Units;;;22757.33;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2006;2006;USD;US Dollar;0;Units;;;22408.99;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2007;2007;USD;US Dollar;0;Units;;;23152.18;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2008;2008;USD;US Dollar;0;Units;;;22746.69;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2009;2009;USD;US Dollar;0;Units;;;23039.31;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2010;2010;USD;US Dollar;0;Units;;;22923.55;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2011;2011;USD;US Dollar;0;Units;;;23097.01;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2012;2012;USD;US Dollar;0;Units;;;23411.58;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2013;2013;USD;US Dollar;0;Units;;;23480.95;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2014;2014;USD;US Dollar;0;Units;;;23554.3;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2015;2015;USD;US Dollar;0;Units;;;23841.61;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2016;2016;USD;US Dollar;0;Units;;;24117.96;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2017;2017;USD;US Dollar;0;Units;;;24333.07;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2018;2018;USD;US Dollar;0;Units;;;24688.52;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2019;2019;USD;US Dollar;0;Units;;;25085.53;;
AUS;Australia;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2020;2020;USD;US Dollar;0;Units;;;25464.63;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;988;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;995.01;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;994.6;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;990.48;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;995.27;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;998.81;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;998.07;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;987.48;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;981.15;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;987.68;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;994.36;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;995.91;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;1000.25;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;999.09;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;1019.38;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;1053.54;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;1088.73;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;1145.77;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;1284.93;;
MEX;Mexico;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;1491.1;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;4.67;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;4.62;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;4.58;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;4.53;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;4.78;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;4.97;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;5.11;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;5.16;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;5.38;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;5.36;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;5.27;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;5.15;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;5.1;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;5.1;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;5.15;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;5.22;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;5.53;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;5.66;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;6.87;;
ESP;Spain;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;7.28;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;3.32;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;3.55;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;3.78;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;4.94;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;5.14;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;5.1;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;5.07;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;4.98;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;5.11;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;5.16;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;5.32;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;5.46;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;5.56;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;5.63;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;6.04;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;7.25;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;7.04;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;6.91;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;5.97;;
TUR;Turkey;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;6.12;;
NZL;New Zealand;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2001;2001;USD;US Dollar;0;Units;;;14897.72;;
NZL;New Zealand;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2002;2002;USD;US Dollar;0;Units;;;15007.42;;
